정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
덕포리,43100,193,315,189,315,4,16
덕하교앞,43449,39,24,39,24,0,2
덕하교앞,43727,14,40,14,40,0,1
덕화2리,43468,45,12,45,12,0,1
덕화2리,43730,11,19,11,19,0,1
덕화2리마을회관,43923,26,14,25,14,1,1
덕화2리마을회관,43924,5,18,5,18,0,0
덕화3리마을회관,43609,122,85,121,85,1,6
덕화3리입구,43469,17,3,15,3,2,0
덕화3리입구,43729,20,28,19,28,1,1
덕화교회앞,90398,2,23,2,23,0,0
덕화교회앞,90399,8,1,8,1,0,0
도간마을,43612,24,1,24,1,0,0
도간마을,43664,0,47,0,47,0,1
도감말,43733,7,8,7,8,0,0
도감말,43754,6,3,6,3,0,0
도곡한신아파트,23504,74,17,74,17,0,3
도담공원.푸르지오더베뉴,89397,5225,2373,5225,2373,0,253
도담공원.푸르지오더베뉴,89398,2516,3874,2516,3874,0,213
도담공원·인천이음중학교(서측),89482,557,2229,557,2229,0,92
도담공원·인천이음중학교(서측),89547,1184,442,1184,442,0,54
도두리마을,41565,16958,2248,16958,2248,0,640
도두리마을,41566,3218,13332,3218,13332,0,551
도림고등학교,92066,195,174,195,174,0,12
도림동고개,39160,1216,639,1216,639,0,61
도림동고개,39161,678,1527,678,1527,0,73
도림동입구,39140,8656,2009,8656,2009,0,355
도림동입구,39141,11,2183,11,2183,0,73
도림아이파크아파트,39155,7707,4155,7700,4155,7,395
도림육교,39154,3341,6720,3341,6720,0,335
도림주공1단지,39152,15187,12201,15183,12201,4,912
도림주공1단지,39153,13501,11547,13492,11547,9,834
도림주공208동,39142,6848,3495,6839,3495,9,344
도림주공208동,39143,4757,7140,4755,7140,2,396
도림주공2단지,39146,4328,4130,4328,4130,0,281
도림주공2단지,39149,3281,2511,3279,2511,2,193
도림주철관1공장,89307,298,548,298,548,0,28
도림주철관공업(주),42293,3626,1104,3626,1104,0,157
도림포도원,39150,276,3600,276,3600,0,129
도림포도원,39151,465,398,465,398,0,28
도원고개(도원역),36001,3806,3012,3804,3012,2,227
도원고개(동구청방향),36170,87,42,87,42,0,4
도원동행정복지센터,35180,2882,2670,2877,2670,5,185
도원동행정복지센터,36128,80,268,80,268,0,11
도원동행정복지센터(앞),35788,110,180,110,180,0,9
도원동행정복지센터(앞),35798,117,100,117,100,0,7
도원역(인천축구전용경기장),35176,7609,4795,7595,4795,14,413
도원역(인천축구전용경기장),37549,1648,3650,1647,3650,1,176
도장골삼거리,44122,4,3,4,3,0,0
도장재마을,43167,31,0,31,0,0,1
도장재마을,43225,1,35,1,35,0,1
도화1동행정복지센터,37340,12022,9802,12014,9802,8,727
도화IC,37356,25280,20647,25278,20647,2,1530
도화e편한세상604동,37578,425,101,425,101,0,17
도화e편한세상아파트,37612,233,1468,233,1468,0,56
도화e편한세상아파트,37613,4668,2194,4667,2194,1,228
도화e편한세상아파트5단지,37624,3397,1527,3397,1527,0,164
도화e편한세상아파트6단지,37626,2261,3605,2261,3605,0,195
도화사거리.도화역,37390,851,763,851,763,0,53
도화사거리.도화역,37392,350,1194,350,1194,0,51
도화사거리·더샵인천스카이타워,37673,8070,4443,8066,4443,4,417
도화사거리·더샵인천스카이타워,37674,2756,7078,2753,7078,3,327
도화서희스타힐스,37625,1699,2726,1699,2726,0,147
도화역,37629,6448,7326,6448,7326,0,459
도화초등학교.수봉도서관,37366,7885,6749,7885,6749,0,487
도화초등학교.수봉도서관,37367,12283,12559,12279,12559,4,828
독골사거리,42175,2893,1240,2893,1240,0,137
독배로317번길(삼거리),37634,7429,215,7429,215,0,254
독장골,43351,0,25,0,25,0,0
독장골,43846,15,0,15,0,0,0
독쟁이고개,90433,183,61,183,61,0,8
독쟁이고개,90443,3,18,3,18,0,0
독정역(서구동구예비군훈련장),42377,5995,7736,5992,7736,3,457
독정역(서구동구예비군훈련장),42378,12567,7061,12563,7061,4,654
독정이고개,37234,28951,21462,28931,21462,20,1680
독정이고개,37238,19735,26355,19720,26355,15,1536
돈대마을,43925,18,3,18,3,0,0
돈대마을,43926,4,26,4,26,0,1
돈대모루,43422,8,30,8,30,0,1
돈대모루,43447,21,10,20,10,1,1
돌고래펜션,44168,1,0,1,0,0,0
돌머루(대산종점),43707,84,50,82,50,2,4
돌산밑,35320,164,9,162,9,2,5
돌산밑,35396,8,132,8,132,0,4
돌팍재삼거리,35273,682,1128,682,1128,0,60
돌팍재삼거리,35277,931,705,930,705,1,54
돌팍재한뿌리,35304,186,221,186,221,0,13
돌팍재한뿌리,35315,138,396,138,396,0,17
동강리,35245,67,70,59,70,8,4
동강리,35246,62,53,55,53,7,3
동강리,35317,41,102,39,102,2,4
동강리,35393,198,66,197,66,1,8
동검도삼거리,43223,2,48,2,48,0,1
동검도삼거리,43642,63,0,63,0,0,2
동검리마을회관입구,90069,0,14,0,14,0,0
동검리마을회관입구,90070,15,0,15,0,0,0
동검리입구,43856,5,29,5,29,0,1
동검리입구,43877,15,4,15,4,0,0
동검리종점,43889,71,53,71,53,0,4
동검상회,43519,0,1,0,1,0,0
동광제일교회,40411,441,617,441,617,0,35
동교동삼거리,22012,7704,72,7704,72,0,259
동교동삼거리,23033,92,5600,92,5600,0,189
동구선거관리위원회,36110,3275,9400,3263,9400,12,422
동구청,36011,635,676,635,676,0,43
동구청소년수련관.달동네박물관,36026,16067,14892,16037,14892,30,1031
동국제강,36068,2028,3694,2026,3694,2,190
동국제강,36074,402,144,402,144,0,18
동국제강후문,36069,144,902,144,902,0,34
동국제강후문,36070,1024,137,1024,137,0,38
동남스포피아,38226,10641,8083,10641,8083,0,624
동남스포피아,38227,10516,8896,10516,8896,0,647
동남아파트,38267,1007,5779,1007,5779,0,226
동남아파트,38268,2450,1021,2450,1021,0,115
동남아파트,70039,508,626,508,626,0,37
동남아파트(무지개아파트),38337,951,3953,940,3953,11,163
동녘개,90147,0,16,0,16,0,0
동녘개,90148,34,12,32,12,2,1
동녘마을입구,39660,28,828,28,828,0,28
동들머리,43705,4,0,3,0,1,0
동들머리,43885,11,38,11,38,0,1
동막교회,43499,2,30,2,30,0,1
동막교회,43514,32,0,32,0,0,1
동막역(1번출구),38039,36763,54510,36724,54510,39,3042
동막역(3번출구),38433,46222,26906,46214,26906,8,2437
동막역(4번출구),38338,9479,1114,9479,1114,0,353
동막초등학교,38054,1012,3886,1012,3886,0,163
동막해변,43408,29,94,29,94,0,4
동막해변,43511,171,52,170,52,1,7
동문아파트,42436,14613,14457,14610,14457,3,969
동방중학교,92038,286,394,286,394,0,22
동방초등학교,92037,23,182,23,182,0,6
동보2차아파트,41053,61,622,61,622,0,22
동보2차아파트,41059,731,84,731,84,0,27
동보노빌리티,35488,3092,3462,3092,3462,0,218
동보노빌리티,35489,3773,2474,3773,2474,0,208
동보아파트,39125,3118,5634,3118,5634,0,291
동보아파트,39126,5648,2090,5648,2090,0,257
동보아파트,41056,4065,607,4065,607,0,155
동보아파트,41063,1146,3582,1146,3582,0,157
동보아파트,41136,377,952,377,952,0,44
동보아파트,41143,12861,17825,12853,17825,8,1022
동보아파트,70040,416,630,416,630,0,34
동보아파트후문,41129,849,355,840,355,9,40
동부아파트,36052,1557,2439,1540,2439,17,133
동부아파트,37192,488,416,488,416,0,30
동산고,36018,11359,3624,11355,3624,4,499
동산고등학교,36021,5596,11007,5593,11007,3,553
동산교회,36010,1795,2637,1794,2637,1,147
동산교회,36012,2923,3635,2921,3635,2,218
동산교회,90303,5,2,5,2,0,0
동산리마을회관,90302,11,10,11,10,0,0
동산리입구,90291,2,6,2,6,0,0
동산중고등학교(재능대정문),36029,7757,923,7757,923,0,289
동산휴먼시아2단지,36022,3069,547,3069,547,0,120
동산휴먼시아2단지,36023,1000,4331,1000,4331,0,177
동서식품,40623,2773,2417,2770,2417,3,173
동서식품,40624,2035,3718,2031,3718,4,191
동성.길훈아파트,42495,3356,5095,3355,5095,1,281
동성아파트,42496,4616,2239,4614,2239,2,228
동소정사거리,40188,8564,8704,8564,8704,0,575
동소정사거리,40189,11660,12104,11659,12104,1,792
동수교회,40184,109,1030,109,1030,0,37
동수역,40108,3503,5427,3503,5427,0,297
동수역,40110,6731,5832,6731,5832,0,418
동수역,40124,2358,12481,2354,12481,4,494
동아.팬더아파트,39233,6934,9757,6934,9757,0,556
동아.팬더아파트,39236,10439,6098,10439,6098,0,551
동아2단지정문,40324,1321,455,1321,455,0,59
동아금호아파트,38344,5769,12772,5767,12772,2,618
동아금호아파트,38347,7654,2625,7651,2625,3,342
동아아파트,37248,888,1138,888,1138,0,67
동아아파트,41070,3288,1318,3280,1318,8,153
동아아파트,41072,1753,3062,1750,3062,3,160
동아아파트,41403,1303,4242,1303,4242,0,184
동아아파트,42404,3167,3878,3166,3878,1,234
동아아파트,42406,5694,2697,5694,2697,0,279
동아아파트후문,40257,2785,2636,2778,2636,7,180
동아아파트후문,40258,2510,1887,2501,1887,9,146
동아전기,42647,877,1651,876,1651,1,84
동아전기,42725,1970,1243,1969,1243,1,107
동아정밀,42037,1124,2892,1124,2892,0,133
동아풍림아파트,37037,15316,17386,15316,17386,0,1090
동암국민주택,40014,3253,734,3253,734,0,132
동암국민주택,40015,683,2091,683,2091,0,92
동암남부역,40034,38676,26958,38676,26958,0,2187
동암남부역,40797,129728,111502,129549,111502,179,8041
동암남부역,40861,829,6820,829,6820,0,254
동암남부역,40862,19203,12999,19203,12999,0,1073
동암북부역,40013,31437,15362,31371,15362,66,1559
동암북부역,40035,10026,28671,10024,28671,2,1289
동암북부역광장,40800,81950,67065,81792,67065,158,4967
동암사거리,40001,14601,15529,14601,15529,0,1004
동암사거리,40003,3432,6116,3432,6116,0,318
동양도서관,41522,6198,3676,6198,3676,0,329
동양도서관(휴먼빌아파트),41523,3760,4384,3760,4384,0,271
동양엔파트4단지,42820,2637,3998,2637,3998,0,221
동양엔파트4단지,42837,4465,2230,4465,2230,0,223
동양엔파트5단지,42986,2808,3332,2808,3332,0,204
동양자이입구,41554,2246,3436,2246,3436,0,189
동양자이입구,41555,2639,2324,2639,2324,0,165
동양주공1.2단지,41372,9965,2762,9965,2762,0,424
동양주공1.2단지,41373,2433,6871,2433,6871,0,310
동양지구1단지정문,41521,834,1864,834,1864,0,89
동양지구입구,41445,3982,565,3982,565,0,151
동양지구입구,41446,1243,5290,1243,5290,0,217
동양하이테크,42966,25,226,25,226,0,8
동원로얄듀크마리나포레,35890,1463,539,1463,539,0,66
동원로얄듀크마리나포레,35891,484,1433,484,1433,0,63
동원아파트,25166,244,396,244,396,0,21
동원아파트,25167,404,115,404,115,0,17
동원아파트,37376,4410,1931,4410,1931,0,211
동원아파트,37379,1789,2721,1789,2721,0,150
동인천,35188,26161,32505,26161,32505,0,1955
동인천(우리은행앞),35517,692,454,684,454,8,38
동인천동행정복지센터,35795,23,295,23,295,0,10
동인천동행정복지센터,35805,84,114,84,114,0,6
동인천역,35185,100348,46586,100288,46586,60,4897
동인천역,35187,5242,10483,5240,10483,2,524
동인천역,35191,70716,87298,70660,87298,56,5267
동인천역,35192,11104,22261,11087,22261,17,1112
동인천역북광장,36136,22023,16780,21987,16780,36,1293
동인천역북광장,36137,29541,14961,29495,14961,46,1483
동인천중학교,39229,1358,853,1358,853,0,73
동인천중학교,39230,1892,1227,1888,1227,4,103
동일방직,36031,3254,3314,3250,3314,4,218
동일방직,36032,3456,2749,3456,2749,0,206
동일아파트,35177,615,1838,613,1838,2,81
동작세무서,20005,26,514,26,514,0,18
동주농장,43349,10,10,8,10,2,0
동주농장,43401,27,2,25,2,2,0
동촌,43407,98,0,97,0,1,3
동촌,43793,4,79,4,79,0,2
동춘2동행정복지센터,38045,1414,6278,1414,6278,0,256
동춘2동행정복지센터,38046,5637,973,5636,973,1,220
동춘대동아파트,38345,5570,5985,5570,5985,0,385
동춘동종점,38037,558,1096,556,1096,2,55
동춘동차고지,38569,680,922,672,922,8,53
동춘롤러경기장,38704,405,545,404,545,1,31
동춘마을아파트,38082,6889,6092,6885,6092,4,432
동춘마을아파트,38087,3423,6732,3423,6732,0,338
동춘역,38346,35686,24118,35678,24118,8,1993
동춘역(이마트),38060,14560,603,14560,603,0,505
동춘역(이마트.스퀘어원),38070,31598,41457,31598,41457,0,2435
돼지슈퍼.간동입구,80019,67,831,67,831,0,29
두두미마을,43289,5,0,4,0,1,0
두두미마을,43869,0,7,0,7,0,0
두밀경노당,89328,8,173,7,173,1,6
두밀경노당,89331,124,2,123,2,1,4
두산아파트,40564,2268,4216,2268,4216,0,216
두산위브아파트,37043,14815,8679,14815,8679,0,783
두산위브아파트,40630,11859,658,11859,658,0,417
두산위브아파트,40648,546,1354,546,1354,0,63
두운1리마을회관앞,90047,2,70,2,70,0,2
두운1리마을회관앞,90048,54,6,54,6,0,2
두운리,43034,61,70,60,70,1,4
두운리,43540,97,189,96,189,1,9
둑실경로당,41498,2,21,2,21,0,0
둑실경로당,41514,35,0,35,0,0,1
둑실동(아라마루전망대),41494,5,66,5,66,0,2
둑실동(아라마루전망대),41512,231,3,231,3,0,7
둑실동회차지,41500,60,30,60,30,0,3
둥개마을오거리,35862,45,2,45,2,0,1
둥깨마을입구(세븐일레븐),35721,25,1,25,1,0,0
둥깨마을입구(세븐일레븐),35722,0,63,0,63,0,2
둥깨마을입구(용성철강),35724,33,62,33,62,0,3
뒤골입구,35668,14,2,14,2,0,0
뒤골입구,35669,2,12,2,12,0,0
뒷골 입구,90377,2,20,2,20,0,0
뒷골 입구,90380,24,0,24,0,0,0
뒷방죽들,39959,774,27,774,27,0,26
뒷방죽들,39960,5899,8337,5899,8337,0,474
드라이빙센터,35589,60,1741,60,1741,0,60
드림로갈산교,41342,304,238,304,238,0,18
드림로갈산교,41343,73,899,73,899,0,32
드림파크야생화단지,89363,3474,23,3474,23,0,116
드림파크야생화단지,89364,11,3257,11,3257,0,108
드무리해변,44011,25,431,25,431,0,15
드무리해변,44012,458,58,458,58,0,17
디에스솔텍,39035,3147,2675,3147,2675,0,194
디에스솔텍,39038,2304,2347,2304,2347,0,155
디에트르더힐,89455,925,2569,925,2569,0,116
디에트르더힐,89464,2904,649,2904,649,0,118
디에트르더힐(고산터널),89396,4576,6284,4576,6284,0,362
뗏마루어린이공원·신화아파트,39405,4315,6462,4309,6462,6,359
라마다 인천호텔,92075,258,1632,256,1632,2,63
라이크홈기숙사앞,39993,2139,2347,2139,2347,0,149
라이크홈기숙사앞,39994,3391,1890,3391,1890,0,176
라이크홈기숙사앞,39995,1020,64,1020,64,0,36
라이크홈기숙사앞,39996,67,608,67,608,0,22
라이프쇼핑앞,35070,5658,5753,5638,5753,20,380
라이프아파트,35060,151,6143,149,6143,2,209
라이프아파트,35062,13413,101,13376,101,37,450
"래미안아파트,파이낸셜뉴스",22905,6447,5592,6447,5592,0,401
래미안아파트파이낸셜뉴스,31072,906,20,906,20,0,30
래미안아파트파이낸셜뉴스,32002,2419,1706,2419,1706,0,137
랜드마크시티1호수변공원,38767,183,375,183,375,0,18
랜드마크시티센트럴더샵,38636,248,4420,247,4420,1,155
랜드마크시티센트럴더샵(106동),38665,1653,9315,1653,9315,0,365
랜드마크시티센트럴더샵(106동),38666,9360,1314,9356,1314,4,355
랜드마크시티센트럴더샵(203동),38645,15099,1494,15099,1494,0,553
랜드마크시티센트럴더샵(203동),38650,1513,13373,1513,13373,0,496
럭키아파트,23488,303,132,303,132,0,14
럭키아파트,38115,4233,150,4233,150,0,146
럭키아파트,38132,632,7842,632,7842,0,282
레이크파크,42840,1388,3681,1388,3681,0,168
레전드호텔,35639,1530,1424,1530,1424,0,98
레전드호텔,35640,18,340,18,340,0,11
레지던스라이크홈,92012,589,6005,589,6005,0,219
로봇랜드입구,89022,3794,182,3794,182,0,132
로봇랜드입구,89023,33,2681,33,2681,0,90
로봇타워,89301,7,754,7,754,0,25
로봇타워,89302,795,21,795,21,0,27
로얄아파트,37247,30791,17049,30777,17049,14,1594
로얄아파트,37424,822,319,818,319,4,38
로얄호텔,43542,0,19,0,19,0,0
로얄호텔,43878,15,31,15,31,0,1
롯데마트,35108,4259,4066,4257,4066,2,277
롯데마트,41390,573,9,573,9,0,19
롯데마트,41391,36,2651,36,2651,0,89
롯데마트,42829,20263,9619,20263,9619,0,996
롯데마트,42838,9692,22458,9692,22458,0,1071
롯데마트계양점(고용복지센터),41227,25221,16388,25194,16388,27,1386
롯데마트계양점(고용복지센터),41424,9737,17483,9735,17483,2,907
롯데마트송도점,38523,2628,945,2628,945,0,119
롯데몰.김포공항역,25174,436,3519,436,3519,0,131
롯데백화점(인천터미널),37513,164521,153556,164444,153556,77,10602
롯데백화점(인천터미널),39588,156104,112329,156079,112329,25,8947
롯데슈퍼,38072,8667,2901,8667,2901,0,385
롯데슈퍼,38074,2564,7294,2564,7294,0,328
롯데슈퍼,42206,2193,4322,2193,4322,0,217
롯데슈퍼,42207,7034,2202,7032,2202,2,307
롯데아파트,38110,7721,9559,7721,9559,0,576
롯데월드타워,37327,2665,4665,2665,4665,0,244
롯데캐슬,39795,434,313,434,313,0,24
롯데캐슬,39796,2898,1288,2898,1288,0,139
롯데캐슬,39797,555,96,552,96,3,21
롯데캐슬,39798,192,626,192,626,0,27
롯데캐슬,42835,7911,5883,7908,5883,3,459
롯데캐슬,42884,5103,9339,5103,9339,0,481
롯데캐슬,42999,917,3015,917,3015,0,131
롯데캐슬.모래내시장.구월시장,39309,54561,20373,54518,20373,43,2497
롯데캐슬·모래내시장·구월시장,39310,28455,51138,28439,51138,16,2653
롯데캐슬캠퍼스타운,39977,20,782,20,782,0,26
롯데캐슬캠퍼스타운,39978,2840,2851,2840,2851,0,189
롯데캐슬후문,39285,5170,4552,5165,4552,5,324
루에블리아파트,89283,3222,4324,3222,4324,0,251
루에블리아파트,89284,6425,6996,6425,6996,0,447
루원더퍼스트아파트,89107,3336,6668,3336,6668,0,333
루원더퍼스트아파트,89108,9790,2453,9790,2453,0,408
루원더퍼스트아파트105동앞,89378,192,1137,192,1137,0,44
루원린스트라우스더린시티,42234,2039,1762,2039,1762,0,126
루원숲속마을,89383,665,1669,657,1669,8,77
루원숲속마을,89384,8,481,8,481,0,16
루원시티2차리더스뷰아파트,89072,13967,14902,13957,14902,10,962
루원시티사거리,89076,1755,1235,1755,1235,0,99
루원시티사거리,89077,465,1947,465,1947,0,80
루원시티어울림아파트,89184,2568,4200,2567,4200,1,225
루원시티어울림아파트,89185,4845,3637,4842,3637,3,282
루원시티프라디움,89150,13905,4091,13901,4091,4,599
루원시티프라디움105동,89308,9958,9387,9953,9387,5,644
루원시티프라디움105동,89309,2907,6109,2905,6109,2,300
루원이편한세상하늘채(107동),42225,12833,16623,12826,16623,7,981
루원이편한세상하늘채(112동),42721,3742,2124,3742,2124,0,195
루원이편한세상하늘채(125동),42216,5771,2963,5770,2963,1,291
루원제일풍경채정문앞,89040,3494,11387,3492,11387,2,496
루원중학교,89493,1577,391,1577,391,0,65
루원중학교,89494,74,602,74,602,0,22
루원지웰시티푸르지오,42228,8403,8578,8388,8578,15,566
루원호반베르디움,89149,4174,12193,4168,12193,6,545
루원호반베르디움104동,89368,1199,1569,1199,1569,0,92
리안월드입구,90177,38,38,38,38,0,2
리안월드입구,90178,38,19,36,19,2,1
린나이코리아,40011,2,325,2,325,0,10
린나이코리아,40012,455,2,455,2,0,15
